0,1,2,3,4,5,6,7,8,9,10,11,12,label
-407.34845,63.182484,-2.5543022,56.10209,-13.147746,-0.70697975,-2.8312812,-20.157515,-10.46037,-5.279235,-10.586001,2.5623307,-7.8375096,disgust
-379.92535,90.12201,-27.521969,4.658666,-17.750713,8.952022,-1.3055207,-16.862122,-7.5583286,5.0088983,-10.741915,-1.6355945,-9.306267,disgust
-352.92307,67.5649,-22.63055,19.924892,-24.867992,9.86462,-6.4964333,-14.191536,-3.7951994,1.3500748,-5.9224353,2.1791055,-12.595444,disgust
-440.1421,121.12376,3.4984107,21.657944,-4.1340194,-1.6485323,-7.0726204,-18.030127,-2.706031,1.218743,-4.67272,4.3578553,-7.0750365,disgust
-413.6471,87.31794,-16.679924,27.395864,-1.1278929,-6.90176,-14.412326,-12.297979,-0.55688894,-6.064829,-6.132516,6.3116994,-6.3863,disgust
-423.60556,79.18783,10.256512,20.055254,-13.261681,-3.2678974,-4.866074,-16.77074,-6.9349275,-3.0616786,-5.8449364,3.1364708,-8.836574,disgust
-395.5489,102.61529,-5.439496,-4.4147935,-20.969746,5.021669,-12.197167,-18.224638,-7.8196497,1.8934252,-11.321108,4.581432,-12.30271,disgust
-424.338,126.23822,-0.9996547,18.667025,-12.271388,13.606673,-5.2014265,-30.49505,-7.2994385,-6.4989705,-8.520007,0.20170297,-9.835234,disgust
-429.56314,89.10036,-2.459042,22.318697,-6.7397604,1.4747974,-1.5987133,-13.535242,-4.9467177,-3.9134066,-1.6819133,3.1524215,-8.464022,disgust
-403.6583,103.87056,-20.606375,7.925394,-4.454108,9.529356,-13.30068,-5.2043056,-8.2638645,0.94603777,-9.385633,-2.491449,-6.4476542,disgust
-407.32117,115.99466,-1.444332,10.601312,-27.323368,-7.4202332,-5.6764617,-16.299326,-7.4051933,-4.432349,-8.42609,0.3225898,-13.4755125,disgust
-416.2373,82.35466,-7.3276567,24.651033,-7.7794204,-4.171103,-16.057371,-12.500619,-6.13869,-1.9144825,-10.215274,8.115757,-5.5517015,disgust
-447.71707,54.807384,9.535544,50.157448,-10.577509,-1.3313414,-6.242846,-12.1378975,-11.844845,-6.4744983,-5.835922,2.0129187,-8.658331,disgust
-442.62018,102.19836,3.500572,36.877186,-2.6424816,-1.2804857,-7.3050094,-21.368435,-10.100653,-12.233013,-5.890197,0.27127123,-15.646193,disgust
-402.14102,100.80286,-10.372865,-5.408694,-14.570731,8.282527,-12.330119,-24.752003,-3.3755589,0.9949604,-7.6327925,-0.31849587,-8.948913,disgust
-355.70963,65.474815,-14.9150505,28.622946,-20.751709,1.4147687,-7.0443044,-14.697339,-5.589157,-3.4278736,-9.304643,1.8370891,-7.425553,disgust
-371.08002,71.991066,-8.973089,20.610693,-12.553833,9.064191,-8.78168,-13.637266,-9.22124,3.4502225,-11.465681,-4.587646,-8.829192,disgust
-422.0902,106.73271,-1.4015673,16.531647,0.56357217,3.8159595,-11.718856,-29.999786,-13.455715,-7.1646266,-12.926616,-3.1079564,-8.456909,disgust
-395.3159,112.56256,4.2662864,15.009792,-25.025015,-3.462504,-3.7082229,-22.056664,-7.6947565,-4.0631995,-13.09761,-2.9216633,-6.597062,disgust
-415.09396,121.180916,2.1538765,9.281139,-29.523155,9.795379,-5.9894896,-23.001245,-7.3177767,-2.1171687,-12.477206,-3.4441826,-14.049427,disgust
-418.52368,96.82535,-14.268054,19.598837,-10.88328,8.724432,-7.162556,-28.587578,-3.4481287,3.8686492,-13.01703,1.0066435,-15.076489,disgust
-384.9306,98.92488,-2.2163632,17.425018,-16.517073,4.456219,-11.310293,-27.550291,-8.336521,-7.706671,-8.67445,-1.4060615,-13.367258,disgust
-400.37485,70.30231,-0.85968274,38.794567,-12.722052,-6.733112,-10.61278,-7.2463756,-14.887953,-5.680537,-8.961336,1.6757557,-7.749867,disgust
-416.84616,88.25327,-8.606149,24.97578,-19.997211,2.3189917,0.96616995,-11.5475645,-5.7711377,1.6404793,-8.516009,3.4574888,-8.518795,disgust
-458.95798,82.2433,3.5631013,34.137707,-11.134213,5.536824,-5.913385,-15.4537525,-3.417674,-1.6430023,-4.9590745,6.9493036,-5.9191937,disgust
-378.74265,98.33574,-15.855036,24.638155,-7.3717017,-14.216985,-12.994481,-14.226538,-10.174722,-7.072529,-12.537535,1.742245,-8.685221,disgust
-413.79395,76.21999,6.3771544,21.980711,-6.9815307,7.4261527,-10.360545,-15.2251625,-5.589449,-1.3542768,-9.290901,3.8093576,-11.7587595,disgust
-385.88495,117.95315,1.2010397,4.6829896,-44.492382,3.6826766,-2.2049124,-13.81656,-4.2234774,-0.34930155,-6.619764,-3.1253016,-10.634259,disgust
-398.5753,116.6968,8.255271,5.9234734,-24.465837,4.4051547,-17.288296,-25.812338,-2.3716586,-10.852195,-4.0927005,-2.6413105,-15.618715,disgust
-402.60776,94.23864,-14.76197,10.729864,-26.04391,7.051132,-1.1777254,-12.583946,-7.488919,3.3967917,-9.245122,2.481324,-5.9903936,disgust
-436.2176,105.68216,5.684254,41.073605,-9.291709,-0.060902562,2.9567175,-21.904829,-11.710103,-9.826216,-11.889593,-1.5709463,-9.85714,disgust
-400.32455,89.74192,-8.084581,6.025626,-18.608784,3.6157994,-6.0934753,-8.761168,-10.80647,2.5545592,-10.549336,4.6442695,-11.430158,disgust
-425.14557,51.088066,-3.4396422,17.129349,-16.027365,4.8991117,-6.416017,-11.321909,-2.8184931,3.956024,-6.1133966,-0.117938384,-7.937653,disgust
-407.18704,91.9363,-17.991377,20.513662,-14.512859,7.723151,-15.202704,-26.641731,-3.1415663,-2.4535258,-7.3861003,1.8709909,-10.458643,disgust
-436.38425,95.59355,11.097917,11.033321,-12.983435,-0.7850031,-7.2970033,-16.062162,-2.8194542,0.33108824,-7.6813383,4.698187,-9.350693,disgust
-377.21838,96.17767,-19.673834,13.105589,-13.401768,4.4370093,-17.221548,-26.254274,-1.5431501,-0.43431467,-10.945864,4.5071716,-8.997334,disgust
-419.6689,84.41969,-1.2986044,27.986097,-3.3776455,-0.8784957,-6.137655,-21.790684,-15.712826,0.27034393,-8.2364235,-5.7580156,-8.692301,disgust
-455.23358,98.44897,6.681034,25.266926,-3.2269619,6.0508604,-6.7131205,-21.191769,-7.8989816,-6.704402,-7.325531,3.4536095,-10.833848,disgust
-446.61188,87.034485,13.29248,42.337883,0.6291471,-2.2107303,-3.0849035,-10.919256,-3.3757722,-4.9240985,-6.0055475,4.027612,-8.609797,disgust
-413.93488,79.23581,-2.4701834,39.25263,-11.158314,1.9042767,-2.6671793,-25.53842,-12.591544,-4.3939786,-8.780963,0.5965669,-11.43229,disgust
-370.61816,87.8807,-23.659613,23.760685,-14.169449,5.896537,-18.288744,-33.66573,-0.03616969,-1.0006104,-14.859277,2.648335,-8.012312,disgust
-405.21143,92.63941,-15.800639,13.7942505,-11.75757,5.7284646,-6.353537,-14.240703,-6.1980057,-3.1316774,-2.2251265,5.188269,-3.8243055,disgust
-435.8804,95.23088,0.793668,20.53052,-3.809693,-1.1588321,-8.335175,-20.384779,-8.376543,-9.556881,-11.4208555,-2.0456872,-8.567671,disgust
-373.62668,115.44262,-3.1426196,11.239155,-15.482404,5.6608415,-8.068064,-29.481693,-9.579086,-6.8433204,-11.654155,-1.4821508,-13.252988,disgust
-425.51337,134.02646,-7.8821964,2.3222773,-14.183164,7.6452403,-12.653367,-24.928007,-9.709807,-1.3146073,-8.562081,0.7567007,-10.255649,disgust
-439.75854,71.218285,-13.219988,22.715784,-9.533056,6.03877,-11.614614,-5.872588,-2.0772643,0.38104406,-7.9935513,4.137978,-5.6009245,disgust
-395.46936,90.05493,-2.1098068,17.02243,-21.324867,2.9302318,-1.9570142,-18.686445,-9.030685,-5.660665,-4.991106,-1.5459868,-9.402186,disgust
-404.85962,97.88858,-12.281202,32.614307,-14.834501,-2.5870733,-14.384573,-25.519474,-6.56197,-2.6184318,-14.900416,2.9724712,-8.13779,disgust
-415.72107,111.62535,9.332602,6.7685227,-28.697052,-6.069927,3.4410563,-16.819544,-5.5946965,1.4137591,-8.624194,-1.4329909,-6.836378,disgust
-404.8955,101.19791,-5.6667914,23.138844,-10.581544,5.2011204,-7.2970085,-23.725517,-3.006712,1.3001661,-11.669347,0.22728164,-13.556561,disgust
-432.39413,102.41474,-3.0104957,25.032063,-14.841914,0.74903417,-2.9863691,-21.95911,-5.8564897,-0.6516438,-7.236595,0.14586824,-11.08922,disgust
-409.957,119.58858,-3.1474204,7.896743,-20.852448,11.374809,-0.8471857,-15.550102,-10.394955,-4.6632795,-9.688073,0.7271901,-10.416136,disgust
-455.739,106.42544,7.565086,14.144336,-29.126495,2.0827105,-2.4952238,-13.6086855,-5.2624474,-0.00016379356,-8.436295,-1.9472122,-8.788624,disgust
-433.95108,52.85175,-2.8446069,44.64073,-15.87548,1.4649638,-4.256931,-15.592959,-9.539785,-6.214525,-7.0279446,8.724728,-9.287408,disgust
-396.52792,73.90546,-4.857875,35.720676,-6.7056046,-9.662576,-14.189307,-11.092539,-9.551847,-6.0101156,-10.14801,4.4300528,-12.739578,disgust
-397.2939,67.79816,-6.162474,32.054302,-16.842665,-0.08640754,-16.469503,-18.931269,-7.216324,1.5244881,-9.530557,1.0614035,-8.783049,disgust
-433.21326,78.16609,12.599893,28.767128,-4.6998286,9.835138,-6.521944,-20.99478,-8.710003,-10.302314,-6.052675,-2.2519643,-12.403212,disgust
-434.11606,59.83393,13.958713,33.92169,-12.801348,-1.571084,-7.475167,-10.562641,-14.810792,-6.0200934,-7.7440567,1.4473277,-5.6860313,disgust
-435.51163,91.42558,-10.583195,23.226912,-26.84642,1.6976559,2.8625698,-13.20994,-3.2874858,0.3637611,-7.789383,-0.41910762,-6.860183,disgust
-420.17676,95.30862,3.5132728,16.617382,-5.633033,4.814391,-5.7208467,-21.137793,-5.2255507,-3.6817544,-11.568048,5.549037,-8.670912,disgust
-436.16476,78.34351,-7.974487,20.068102,-26.592865,11.844862,-5.8205996,-14.3391905,-3.788188,2.2559626,-7.41497,0.88080883,-6.671175,disgust
-389.76068,76.22578,-12.164109,16.117521,-5.260492,-0.36066917,-13.587695,-19.060228,-3.8574212,-0.5634101,-14.635236,-0.00056138565,-8.86305,disgust
-404.74585,121.77892,0.88069886,3.4033105,-16.919039,16.522778,-12.22279,-32.647667,-7.5897193,-7.5578117,-7.8207235,-0.6620008,-15.372951,disgust
-400.03897,75.10627,9.106214,15.347229,-6.18808,-0.37879977,-15.036838,-9.819913,-9.683222,-2.4544988,-8.47158,-3.231727,-6.7223673,disgust
-416.64328,127.02665,-1.975599,7.2985854,-14.281001,10.966288,-2.8840854,-30.953808,-2.7229016,-9.447838,-8.179479,0.72811854,-13.298494,disgust
-410.8543,76.19709,0.2422353,12.093355,-9.849269,0.3795731,-6.1501765,-15.8796625,-5.8157907,-2.9285321,-4.9129553,1.5275054,-9.457584,disgust
-393.79233,103.71699,-3.6320212,21.343708,-9.2375145,-1.3129656e-05,-4.831539,-20.239138,-15.039964,-0.47297013,-12.596828,-0.98158705,-15.368723,disgust
-426.15454,105.78394,5.1997447,21.950203,-1.3228418,9.307338,-7.714251,-28.184868,-8.482746,1.5202043,-13.405578,0.84979665,-10.124993,disgust
-412.60703,81.56079,-1.2580746,24.426489,-7.901793,-6.152383,-9.3495455,-17.164564,-14.780633,0.5083398,-7.386904,-4.6832185,-7.8535557,disgust
-412.1714,80.672745,-3.1582544,23.655542,-10.115159,-1.6905766,-6.419467,-14.451576,-9.093371,-2.9362743,-10.572599,4.7121973,-10.372218,disgust
-461.87848,67.3872,18.324308,22.911728,3.027071,-4.4986153,-2.7911034,-10.674335,-14.55129,-4.8981514,-9.607944,3.05268,-5.280369,disgust
-405.5808,106.23154,3.6481369,4.3588223,-14.485638,23.837158,-7.90428,-29.057806,-1.8796326,-6.532846,-7.499531,4.4289174,-15.976593,disgust
-416.37088,97.64125,-18.421095,15.964132,-19.836489,3.7031178,-8.13573,-15.849239,-6.413608,-2.0809698,-5.367886,2.8906157,-11.134545,disgust
-391.2118,112.87852,-15.06742,-7.4279943,-16.60243,9.34978,-5.068131,-22.18459,-5.5470476,-1.5173317,-8.877595,3.487546,-14.590439,disgust
-430.54187,75.90657,-0.15379368,19.009048,-16.506042,15.704049,-13.567216,-25.008427,-3.524134,-0.94530785,-8.122795,2.8134232,-9.914043,disgust
-386.3298,120.576,2.8377821,18.177639,-21.15403,-1.7772138,-11.9564295,-28.505865,-4.754092,-7.580208,-12.761764,-1.2338371,-11.037113,disgust
-375.45026,96.70443,-17.356222,19.265188,-19.895815,-8.764846,-10.073615,-23.254618,-4.004993,-8.185533,-8.460756,4.080277,-13.164082,disgust
-433.39243,125.68355,2.0645614,17.29848,-32.123905,-0.97497153,-0.033412863,-23.425903,5.372687,0.40657806,-5.418803,2.2167578,-10.007117,disgust
-394.5512,91.06238,-6.796008,32.15333,-9.73624,-1.3258985,-13.671173,-15.944094,-5.6029096,-4.7511597,-11.539697,4.6116576,-12.026806,disgust
-411.38626,88.57557,0.29094526,3.3241384,-14.723935,11.689591,-5.9855123,-20.35861,-6.8115535,-3.249472,-5.124906,-1.118737,-8.633878,disgust
-418.13654,106.31417,-5.3003526,12.404702,-7.4463115,0.4249837,-7.145842,-15.028657,-12.1532135,4.4788647,-10.750529,-0.4714939,-6.5431533,disgust
-383.87457,100.23042,-9.231499,12.157939,-27.873457,2.3112288,-7.1634073,-24.771578,-8.726161,-7.6319633,-4.332088,-0.33230704,-17.531464,disgust
-424.77618,117.139915,-9.993387,-0.049778167,-14.8434105,10.788167,-1.283026,-19.525126,1.150793,1.1559887,-5.01726,2.3472087,-9.814186,disgust
-407.5904,107.117676,-7.0167522,7.1547704,-27.060211,6.893556,-2.8019004,-17.405874,-5.5051084,-4.8564467,-7.991064,-0.1326437,-13.5901785,disgust
-445.5321,99.39985,3.3137276,34.441315,2.696693,0.026434911,-6.728087,-16.2074,-11.30168,-3.7920551,-6.6228905,-5.8649435,-9.129316,disgust
-381.52487,133.46169,-3.5334537,-16.23774,-25.105526,7.8523855,-8.830598,-21.054615,-9.04019,-3.895782,-10.376547,9.61003,-12.001747,disgust
-397.97693,89.60047,7.5329843,7.312023,-13.61738,2.6690564,-4.105523,-19.533737,-9.953269,0.2114817,-3.2078383,0.6020116,-12.82685,disgust
-437.69455,107.2703,-8.190677,12.115344,-22.200296,7.7706466,-4.368322,-16.47001,-8.344974,-2.954898,-8.679838,0.26240242,-9.732198,disgust
-370.283,108.151634,-5.8058944,6.8876586,-28.197979,-0.455323,-8.940189,-16.0256,-8.597559,-1.0326394,-13.263198,-3.0125144,-14.697125,disgust
-379.45493,73.98388,-24.372728,21.754515,-12.283577,3.0942137,-7.425837,-10.157111,-3.1105182,0.5517434,-10.743321,4.3148403,-8.971765,disgust
-385.3673,99.387436,-12.4601555,17.387527,-9.223607,7.927339,-9.338371,-13.507491,-1.2380009,-1.5276449,-9.16824,-7.156369,-10.587373,disgust
-406.83963,118.34695,-1.6552213,26.9593,-5.3187366,-1.8114831,-2.7218256,-19.725018,-13.3924055,-1.0960864,-9.948463,0.0768362,-10.995045,disgust
-396.72235,101.11768,-4.9798374,13.847394,-26.8194,-0.14544812,-1.4886105,-19.438082,-5.4323297,1.0156249,-12.872149,1.0795677,-10.8995495,disgust
-415.8858,109.83188,-5.7833996,6.9789023,-10.047747,14.999527,-0.5395881,-29.054026,-0.6252882,4.634508,-8.048217,6.200297,-11.941455,disgust
-419.32684,55.51554,6.406949,20.166203,-2.7373073,4.963914,-12.478764,-14.133541,-10.473262,-5.221138,-11.485267,3.6642122,-7.4360995,disgust
-441.35852,95.35796,3.887888,20.818104,-15.300591,-0.5899295,-5.6021423,-15.697689,-10.169906,-4.429186,-9.231168,3.4941757,-7.8461003,disgust
-425.38654,111.42628,4.1309156,22.387428,-27.292372,1.7659376,-1.7117548,-19.932068,-1.961245,-2.6670406,-8.946525,-0.5160145,-8.399793,disgust
-427.14465,102.16042,11.6959915,38.792656,-8.135977,-3.4004903,0.92561,-21.366505,-13.88874,-11.107561,-5.548424,0.47798276,-10.092517,disgust
-440.4106,122.641045,-8.854476,20.866737,-16.80338,-0.37334573,-0.7508911,-24.506493,-6.0700955,1.6442975,-11.657531,-2.2710564,-6.629376,disgust
-453.68408,88.26908,7.3262615,4.649466,-11.3573265,9.858441,-1.6502094,-14.007115,-3.072986,-2.5743377,-3.5037682,-0.65966314,-10.609763,disgust
-385.07043,114.56533,-16.42542,12.502726,-26.669342,7.834831,4.961701,-26.84119,-6.769709,-3.2430468,-15.392798,4.2724085,-7.54244,disgust
-375.97476,72.1583,-3.1844125,15.166514,-8.792959,-1.1556873,-6.1911693,-15.117467,-9.222167,-4.4121604,-9.073805,0.18158269,-9.658699,disgust
-363.40253,95.64633,2.0591574,8.736137,-22.30411,-2.5233831,-2.9411304,-15.032221,-7.1253014,1.1855732,-10.188383,2.3425198,-8.925093,disgust
-404.5637,110.86678,-11.76806,10.0650425,-7.9605503,-1.8277599,-10.865501,-20.331429,-1.5445194,-4.200608,-12.776775,-0.45630622,-9.881384,disgust
-404.78503,64.78877,-0.6912861,40.304928,-7.728774,-7.317706,-5.233244,-7.4046693,-12.129934,-1.315298,-8.435475,3.1057043,-3.6326876,disgust
-375.8827,97.74601,-24.463825,9.774006,-14.786734,7.1442366,-6.264847,-16.752756,-6.4538794,-1.1131185,-8.346842,-3.015016,-12.253602,disgust
-409.6209,105.88283,-21.932737,8.138541,-9.262083,9.301382,-2.7117321,-13.826967,-8.834351,4.431875,-10.01844,-0.581165,-7.670018,disgust
-438.74402,68.28323,5.916869,41.136776,-5.822942,-7.205589,-1.6099441,-6.9488297,-11.420339,-2.8674464,-6.4234686,1.4714601,-4.1881466,disgust
-391.58517,99.76874,-17.171875,6.325614,-6.9095244,-0.60603106,-7.369679,-8.96287,-8.602574,1.6850108,-8.2518425,-3.7481852,-8.384298,disgust
-404.65234,66.71866,-11.076906,23.401062,-9.3128395,-0.84348834,-14.04044,-8.552639,-11.302393,-1.0769624,-8.605047,0.87075466,-6.0271,disgust
-396.24774,105.81458,-5.8467073,21.139753,-21.02036,-6.543061,-10.763106,-18.85379,-8.111275,-2.7089562,-8.850282,0.09620866,-4.9391646,disgust
-424.98172,100.19008,-0.33042127,36.05825,-8.126205,2.1104362,-7.5913734,-24.77167,-11.527398,-9.182837,-6.8350043,-5.3107347,-13.860204,disgust
-432.92487,116.54927,-3.4568264,14.1679125,-7.9258547,13.507881,-8.82305,-32.24473,-6.355237,-6.923078,-9.935067,7.235862,-15.95885,disgust
-423.37445,105.13666,8.015376,30.259987,-10.0025835,0.5705041,-4.435994,-16.042168,-8.001697,-6.824701,-5.685691,2.8270822,-11.714389,disgust
-423.19373,94.5416,-1.5288781,29.15812,-1.7932792,1.4312352,-5.560181,-23.183386,-1.8207374,-0.1373005,-16.071602,4.582027,-7.9763904,disgust
-357.78854,90.988434,-4.9189186,18.377588,-23.191366,-5.3051176,-13.56979,-19.54517,-11.702761,-3.2863212,-8.107728,-0.28963453,-6.248753,disgust
-417.87433,76.858505,-8.560595,9.613759,-6.985401,-2.0211937,-14.588163,-7.0271187,-10.282015,4.6494102,-9.901268,-2.0511591,-5.5674105,disgust
-412.18008,84.09845,14.282072,18.841997,-14.815443,-2.0450702,-6.583175,-14.560476,-6.779526,-4.5897417,-4.972013,0.6470671,-10.707866,disgust
-410.23804,72.227325,-11.510499,7.629852,-6.809702,3.5968933,-7.84228,-9.768532,-7.637373,2.8361597,-8.980172,0.5745088,-10.838848,disgust
-412.11026,101.63891,-14.739551,9.604844,-17.87804,17.46928,-6.2618117,-34.85099,-2.3481834,0.69822145,-12.241168,5.3847585,-14.71798,disgust
-423.5327,75.42593,-2.937566,25.44504,-11.449169,1.3458811,-4.7864633,-16.100601,-5.908726,-3.0238578,-10.157931,-0.55984324,-9.443677,disgust
-417.2591,113.828964,3.9064555,21.789845,-7.537091,11.250644,-4.293917,-23.801962,-5.9662805,0.15125567,-10.756695,0.7760581,-10.663624,disgust
-343.16174,66.344086,-23.191442,14.829145,-16.908043,6.4707994,-9.026014,-11.596459,-7.2056575,-1.852925,-10.498389,-4.9183817,-9.000931,disgust
-399.75208,96.090096,3.6570857,33.551468,-13.439955,-8.58214,-5.617246,-19.124004,-11.712459,-9.587307,-9.605945,-3.8708866,-6.495811,disgust
-398.76727,115.854324,-2.0679286,6.342356,-16.839314,-0.32643107,-7.695773,-21.633593,-15.626902,-9.043237,-9.143818,-3.7710054,-9.184086,disgust
-451.1156,77.329865,5.419541,48.129513,3.1184056,-1.2207153,-0.22666354,-14.614877,-9.444734,-5.8704314,-7.808695,-3.2090745,-8.4886,disgust
-405.2622,75.615654,-9.759963,14.84617,-20.985643,9.646665,-7.2232246,-13.7804785,-4.6005883,-0.9025818,-4.810098,1.6574569,-10.900722,disgust
-435.90472,68.88369,13.708443,42.77862,-8.75394,-0.22754957,-1.0441446,-14.354664,-9.821105,-7.018052,-4.2150993,-3.159156,-6.8879633,disgust
-440.1046,74.91491,-3.7593958,29.432064,-3.923159,-5.457657,-15.90064,-5.56023,-6.347891,-2.8161042,-4.6399937,6.280469,-2.6472712,disgust
